id,lighting,distance,side,rotation,trial,time,frame,subject,time2,frame2,x,y,saccade,tag,new_tag,filename
t01,Lr,D30,Sc00,Rc,01,1.csv,,Subject_ID,Time,Frame,X-coord,Y-coord,Saccade,Tag,new_Tag,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,0,t01_Lr_D30_Sc00_Rc_01_1,0.0,0.0,265.0,203.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,1,t01_Lr_D30_Sc00_Rc_01_1,0.0,1.0,321.0,203.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,2,t01_Lr_D30_Sc00_Rc_01_1,0.0,2.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,3,t01_Lr_D30_Sc00_Rc_01_1,0.0,3.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,4,t01_Lr_D30_Sc00_Rc_01_1,0.0,4.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,5,t01_Lr_D30_Sc00_Rc_01_1,0.0,5.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,6,t01_Lr_D30_Sc00_Rc_01_1,0.0,6.0,289.0,349.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,7,t01_Lr_D30_Sc00_Rc_01_1,0.0,7.0,351.0,357.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,8,t01_Lr_D30_Sc00_Rc_01_1,0.0,8.0,329.0,363.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,9,t01_Lr_D30_Sc00_Rc_01_1,0.0,9.0,309.0,364.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,10,t01_Lr_D30_Sc00_Rc_01_1,0.0,10.0,309.0,364.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,11,t01_Lr_D30_Sc00_Rc_01_1,0.0,11.0,309.0,367.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,12,t01_Lr_D30_Sc00_Rc_01_1,0.0,12.0,297.0,368.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,13,t01_Lr_D30_Sc00_Rc_01_1,0.0,13.0,297.0,368.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,14,t01_Lr_D30_Sc00_Rc_01_1,0.0,14.0,297.0,368.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,15,t01_Lr_D30_Sc00_Rc_01_1,0.0,15.0,300.0,370.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,16,t01_Lr_D30_Sc00_Rc_01_1,0.0,16.0,277.0,370.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,17,t01_Lr_D30_Sc00_Rc_01_1,0.0,17.0,279.0,368.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,18,t01_Lr_D30_Sc00_Rc_01_1,0.0,18.0,279.0,368.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,19,t01_Lr_D30_Sc00_Rc_01_1,0.0,19.0,279.0,368.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,20,t01_Lr_D30_Sc00_Rc_01_1,0.0,20.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,21,t01_Lr_D30_Sc00_Rc_01_1,0.0,21.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,22,t01_Lr_D30_Sc00_Rc_01_1,0.0,22.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,23,t01_Lr_D30_Sc00_Rc_01_1,0.0,23.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,24,t01_Lr_D30_Sc00_Rc_01_1,0.0,24.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,25,t01_Lr_D30_Sc00_Rc_01_1,0.0,25.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,26,t01_Lr_D30_Sc00_Rc_01_1,0.0,26.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,27,t01_Lr_D30_Sc00_Rc_01_1,0.0,27.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,28,t01_Lr_D30_Sc00_Rc_01_1,0.0,28.0,261.0,373.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,29,t01_Lr_D30_Sc00_Rc_01_1,0.0,29.0,300.0,366.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,30,t01_Lr_D30_Sc00_Rc_01_1,0.0,30.0,296.0,364.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,1.csv,31,t01_Lr_D30_Sc00_Rc_01_1,0.0,31.0,288.0,362.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_1.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,,Subject_ID,Time,Frame,X-coord,Y-coord,Saccade,Tag,new_Tag,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,0,t01_Lr_D30_Sc00_Rc_01_2,0.0,0.0,399.0,419.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,1,t01_Lr_D30_Sc00_Rc_01_2,0.0,1.0,399.0,419.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,2,t01_Lr_D30_Sc00_Rc_01_2,0.0,2.0,399.0,419.0,0,looking,right,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,3,t01_Lr_D30_Sc00_Rc_01_2,0.0,3.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,4,t01_Lr_D30_Sc00_Rc_01_2,0.0,4.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,5,t01_Lr_D30_Sc00_Rc_01_2,0.0,5.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,6,t01_Lr_D30_Sc00_Rc_01_2,0.0,6.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,7,t01_Lr_D30_Sc00_Rc_01_2,0.0,7.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_2.csv
t01,Lr,D30,Sc00,Rc,01,2.csv,8,t01_Lr_D30_Sc00_Rc_01_2,0.0,8.0,,,0,away,away,t01_Lr_D30_Sc00_Rc_01_2.csv
