id,lighting,distance,side,rotation,trial,time,frame,subject,time2,frame2,x,y,saccade,tag,new_tag,filename
c09,Lc,D30,Sc00,Rc,01,1.csv,,Subject_ID,Time,Frame,X-coord,Y-coord,Saccade,Tag,new_Tag,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,0,c09_Lc_D30_Sc00_Rc_01_1,0.0,0.0,427,203,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,1,c09_Lc_D30_Sc00_Rc_01_1,0.0,1.0,117,489,1,saccade,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,2,c09_Lc_D30_Sc00_Rc_01_1,0.0,2.0,135,497,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,3,c09_Lc_D30_Sc00_Rc_01_1,0.0,3.0,140,500,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,4,c09_Lc_D30_Sc00_Rc_01_1,0.0,4.0,155,500,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,5,c09_Lc_D30_Sc00_Rc_01_1,0.0,5.0,155,504,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,6,c09_Lc_D30_Sc00_Rc_01_1,0.0,6.0,160,494,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,7,c09_Lc_D30_Sc00_Rc_01_1,0.0,7.0,168,516,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,8,c09_Lc_D30_Sc00_Rc_01_1,0.0,8.0,168,519,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,9,c09_Lc_D30_Sc00_Rc_01_1,0.0,9.0,171,523,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,10,c09_Lc_D30_Sc00_Rc_01_1,0.0,10.0,153,529,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
