"","id","lighting","distance","side","rotation","trial","time","frame","filename","iCatcher_NonAnonymized","iCatcher_Anonymized","OWLET_NonAnonymized","OWLET_Anonymized"
"4380","c09","Lc","D30","Sc00","Rr",10,2,31,"c09_Lc_D30_Sc00_Rr_10_2","Yes","Yes","Yes","Yes"
"4381","c09","Lc","D30","Sl24","Rc",1,1,31,"c09_Lc_D30_Sl24_Rc_01_1","Yes","Yes","Yes","Yes"
"4382","c09","Lc","D30","Sl24","Rc",1,2,31,"c09_Lc_D30_Sl24_Rc_01_2","Yes","Yes","Yes","Yes"
"4383","c09","Lc","D30","Sl24","Rc",2,1,31,"c09_Lc_D30_Sl24_Rc_02_1","Yes","Yes","Yes","Yes"
"4384","c09","Lc","D30","Sl24","Rc",2,2,31,"c09_Lc_D30_Sl24_Rc_02_2","Yes","Yes","Yes","Yes"
"4385","c09","Lc","D30","Sl24","Rc",3,1,31,"c09_Lc_D30_Sl24_Rc_03_1","Yes","Yes","Yes","Yes"
"4386","c09","Lc","D30","Sl24","Rc",3,2,31,"c09_Lc_D30_Sl24_Rc_03_2","Yes","Yes","Yes","Yes"
"4387","c09","Lc","D30","Sl24","Rc",4,1,32,"c09_Lc_D30_Sl24_Rc_04_1","Yes","Yes","Yes","Yes"
"4388","c09","Lc","D30","Sl24","Rc",4,2,32,"c09_Lc_D30_Sl24_Rc_04_2","Yes","Yes","Yes","Yes"
"4389","c09","Lc","D30","Sl24","Rc",5,1,32,"c09_Lc_D30_Sl24_Rc_05_1","Yes","Yes","Yes","Yes"
"4390","c09","Lc","D30","Sl24","Rc",5,2,32,"c09_Lc_D30_Sl24_Rc_05_2","Yes","Yes","Yes","Yes"
"4391","c09","Lc","D30","Sl24","Rc",6,1,32,"c09_Lc_D30_Sl24_Rc_06_1","Yes","Yes","Yes","Yes"
"4392","c09","Lc","D30","Sl24","Rc",6,2,31,"c09_Lc_D30_Sl24_Rc_06_2","Yes","Yes","Yes","Yes"
"4393","c09","Lc","D30","Sl24","Rc",7,1,32,"c09_Lc_D30_Sl24_Rc_07_1","Yes","Yes","Yes","Yes"
"4394","c09","Lc","D30","Sl24","Rc",7,2,32,"c09_Lc_D30_Sl24_Rc_07_2","Yes","Yes","Yes","Yes"
"4395","c09","Lc","D30","Sl24","Rc",8,1,31,"c09_Lc_D30_Sl24_Rc_08_1","Yes","Yes","Yes","Yes"
"4396","c09","Lc","D30","Sl24","Rc",8,2,31,"c09_Lc_D30_Sl24_Rc_08_2","Yes","Yes","Yes","Yes"
"4397","c09","Lc","D30","Sl24","Rc",9,1,32,"c09_Lc_D30_Sl24_Rc_09_1","Yes","Yes","Yes","Yes"
"4398","c09","Lc","D30","Sl24","Rc",9,2,32,"c09_Lc_D30_Sl24_Rc_09_2","Yes","Yes","Yes","Yes"
"4399","c09","Lc","D30","Sl24","Rc",10,1,31,"c09_Lc_D30_Sl24_Rc_10_1","Yes","Yes","Yes","Yes"
"4400","c09","Lc","D30","Sl24","Rc",10,2,31,"c09_Lc_D30_Sl24_Rc_10_2","Yes","Yes","Yes","Yes"
"4401","c09","Lc","D30","Sl24","Rl",1,1,31,"c09_Lc_D30_Sl24_Rl_01_1","Yes","Yes","Yes","Yes"
"4402","c09","Lc","D30","Sl24","Rl",1,2,31,"c09_Lc_D30_Sl24_Rl_01_2","Yes","Yes","Yes","Yes"
"4403","c09","Lc","D30","Sl24","Rl",2,1,30,"c09_Lc_D30_Sl24_Rl_02_1","Yes","Yes","Yes","Yes"
"4404","c09","Lc","D30","Sl24","Rl",2,2,32,"c09_Lc_D30_Sl24_Rl_02_2","Yes","Yes","Yes","Yes"
"4405","c09","Lc","D30","Sl24","Rl",3,1,31,"c09_Lc_D30_Sl24_Rl_03_1","Yes","Yes","Yes","Yes"
"4406","c09","Lc","D30","Sl24","Rl",3,2,32,"c09_Lc_D30_Sl24_Rl_03_2","Yes","Yes","Yes","Yes"
"4407","c09","Lc","D30","Sl24","Rl",4,1,33,"c09_Lc_D30_Sl24_Rl_04_1","Yes","Yes","Yes","Yes"
"4408","c09","Lc","D30","Sl24","Rl",4,2,32,"c09_Lc_D30_Sl24_Rl_04_2","Yes","Yes","Yes","Yes"
"4409","c09","Lc","D30","Sl24","Rl",5,1,32,"c09_Lc_D30_Sl24_Rl_05_1","Yes","Yes","Yes","Yes"
"4410","c09","Lc","D30","Sl24","Rl",5,2,31,"c09_Lc_D30_Sl24_Rl_05_2","Yes","Yes","Yes","Yes"
"4411","c09","Lc","D30","Sl24","Rl",6,1,31,"c09_Lc_D30_Sl24_Rl_06_1","Yes","Yes","Yes","Yes"
"4412","c09","Lc","D30","Sl24","Rl",6,2,30,"c09_Lc_D30_Sl24_Rl_06_2","Yes","Yes","Yes","Yes"
"4413","c09","Lc","D30","Sl24","Rl",7,1,32,"c09_Lc_D30_Sl24_Rl_07_1","Yes","Yes","Yes","Yes"
"4414","c09","Lc","D30","Sl24","Rl",7,2,33,"c09_Lc_D30_Sl24_Rl_07_2","Yes","Yes","Yes","Yes"
"4415","c09","Lc","D30","Sl24","Rl",8,1,32,"c09_Lc_D30_Sl24_Rl_08_1","Yes","Yes","Yes","Yes"
"4416","c09","Lc","D30","Sl24","Rl",8,2,31,"c09_Lc_D30_Sl24_Rl_08_2","Yes","Yes","Yes","Yes"
"4417","c09","Lc","D30","Sl24","Rl",9,1,31,"c09_Lc_D30_Sl24_Rl_09_1","Yes","Yes","Yes","Yes"
"4418","c09","Lc","D30","Sl24","Rl",9,2,31,"c09_Lc_D30_Sl24_Rl_09_2","Yes","Yes","Yes","Yes"
"4419","c09","Lc","D30","Sl24","Rl",10,1,32,"c09_Lc_D30_Sl24_Rl_10_1","Yes","Yes","Yes","Yes"
"4420","c09","Lc","D30","Sl24","Rl",10,2,32,"c09_Lc_D30_Sl24_Rl_10_2","Yes","Yes","Yes","Yes"
"4421","c09","Lc","D30","Sl24","Rr",1,1,33,"c09_Lc_D30_Sl24_Rr_01_1","Yes","Yes","Yes","Yes"
"4422","c09","Lc","D30","Sl24","Rr",1,2,32,"c09_Lc_D30_Sl24_Rr_01_2","Yes","Yes","Yes","Yes"
"4423","c09","Lc","D30","Sl24","Rr",2,1,31,"c09_Lc_D30_Sl24_Rr_02_1","Yes","Yes","Yes","Yes"
"4424","c09","Lc","D30","Sl24","Rr",2,2,31,"c09_Lc_D30_Sl24_Rr_02_2","Yes","Yes","Yes","Yes"
"4425","c09","Lc","D30","Sl24","Rr",3,1,32,"c09_Lc_D30_Sl24_Rr_03_1","Yes","Yes","Yes","Yes"
"4426","c09","Lc","D30","Sl24","Rr",3,2,32,"c09_Lc_D30_Sl24_Rr_03_2","Yes","Yes","Yes","Yes"
"4427","c09","Lc","D30","Sl24","Rr",4,1,32,"c09_Lc_D30_Sl24_Rr_04_1","Yes","Yes","Yes","Yes"
"4428","c09","Lc","D30","Sl24","Rr",4,2,32,"c09_Lc_D30_Sl24_Rr_04_2","Yes","Yes","Yes","Yes"
"4429","c09","Lc","D30","Sl24","Rr",5,1,31,"c09_Lc_D30_Sl24_Rr_05_1","Yes","Yes","Yes","Yes"
"4430","c09","Lc","D30","Sl24","Rr",5,2,31,"c09_Lc_D30_Sl24_Rr_05_2","Yes","Yes","Yes","Yes"
"4431","c09","Lc","D30","Sl24","Rr",6,1,31,"c09_Lc_D30_Sl24_Rr_06_1","Yes","Yes","Yes","Yes"
"4432","c09","Lc","D30","Sl24","Rr",6,2,31,"c09_Lc_D30_Sl24_Rr_06_2","Yes","Yes","Yes","Yes"
"4433","c09","Lc","D30","Sl24","Rr",7,1,31,"c09_Lc_D30_Sl24_Rr_07_1","Yes","Yes","Yes","Yes"
"4434","c09","Lc","D30","Sl24","Rr",7,2,31,"c09_Lc_D30_Sl24_Rr_07_2","Yes","Yes","Yes","Yes"
"4435","c09","Lc","D30","Sl24","Rr",8,1,30,"c09_Lc_D30_Sl24_Rr_08_1","Yes","Yes","Yes","Yes"
"4436","c09","Lc","D30","Sl24","Rr",8,2,30,"c09_Lc_D30_Sl24_Rr_08_2","Yes","Yes","Yes","Yes"
"4437","c09","Lc","D30","Sl24","Rr",9,1,32,"c09_Lc_D30_Sl24_Rr_09_1","Yes","Yes","Yes","Yes"
"4438","c09","Lc","D30","Sl24","Rr",9,2,32,"c09_Lc_D30_Sl24_Rr_09_2","Yes","Yes","Yes","Yes"
"4439","c09","Lc","D30","Sl24","Rr",10,1,31,"c09_Lc_D30_Sl24_Rr_10_1","Yes","Yes","Yes","Yes"
"4440","c09","Lc","D30","Sl24","Rr",10,2,31,"c09_Lc_D30_Sl24_Rr_10_2","Yes","Yes","Yes","Yes"
"4441","c09","Lc","D30","Sr24","Rc",1,1,31,"c09_Lc_D30_Sr24_Rc_01_1","Yes","Yes","Yes","Yes"
"4442","c09","Lc","D30","Sr24","Rc",1,2,32,"c09_Lc_D30_Sr24_Rc_01_2","Yes","Yes","Yes","Yes"
"4443","c09","Lc","D30","Sr24","Rc",2,1,31,"c09_Lc_D30_Sr24_Rc_02_1","Yes","Yes","Yes","Yes"
"4444","c09","Lc","D30","Sr24","Rc",2,2,31,"c09_Lc_D30_Sr24_Rc_02_2","Yes","Yes","Yes","Yes"
"4445","c09","Lc","D30","Sr24","Rc",3,1,32,"c09_Lc_D30_Sr24_Rc_03_1","Yes","Yes","Yes","Yes"
"4446","c09","Lc","D30","Sr24","Rc",3,2,31,"c09_Lc_D30_Sr24_Rc_03_2","Yes","Yes","Yes","Yes"
"4447","c09","Lc","D30","Sr24","Rc",4,1,30,"c09_Lc_D30_Sr24_Rc_04_1","Yes","Yes","Yes","Yes"
"4448","c09","Lc","D30","Sr24","Rc",4,2,33,"c09_Lc_D30_Sr24_Rc_04_2","Yes","Yes","Yes","Yes"
"4449","c09","Lc","D30","Sr24","Rc",5,1,32,"c09_Lc_D30_Sr24_Rc_05_1","Yes","Yes","Yes","Yes"
"4450","c09","Lc","D30","Sr24","Rc",5,2,32,"c09_Lc_D30_Sr24_Rc_05_2","Yes","Yes","Yes","Yes"
"4451","c09","Lc","D30","Sr24","Rc",6,1,32,"c09_Lc_D30_Sr24_Rc_06_1","Yes","Yes","Yes","Yes"
"4452","c09","Lc","D30","Sr24","Rc",6,2,31,"c09_Lc_D30_Sr24_Rc_06_2","Yes","Yes","Yes","Yes"
"4453","c09","Lc","D30","Sr24","Rc",7,1,31,"c09_Lc_D30_Sr24_Rc_07_1","Yes","Yes","Yes","Yes"
"4454","c09","Lc","D30","Sr24","Rc",7,2,31,"c09_Lc_D30_Sr24_Rc_07_2","Yes","Yes","Yes","Yes"
"4455","c09","Lc","D30","Sr24","Rc",8,1,32,"c09_Lc_D30_Sr24_Rc_08_1","Yes","Yes","Yes","Yes"
"4456","c09","Lc","D30","Sr24","Rc",8,2,32,"c09_Lc_D30_Sr24_Rc_08_2","Yes","Yes","Yes","Yes"
"4457","c09","Lc","D30","Sr24","Rc",9,1,31,"c09_Lc_D30_Sr24_Rc_09_1","Yes","Yes","Yes","Yes"
"4458","c09","Lc","D30","Sr24","Rc",9,2,33,"c09_Lc_D30_Sr24_Rc_09_2","Yes","Yes","Yes","Yes"
"4459","c09","Lc","D30","Sr24","Rc",10,1,31,"c09_Lc_D30_Sr24_Rc_10_1","Yes","Yes","Yes","Yes"
"4460","c09","Lc","D30","Sr24","Rc",10,2,32,"c09_Lc_D30_Sr24_Rc_10_2","Yes","Yes","Yes","Yes"
"4461","c09","Lc","D30","Sr24","Rl",1,1,32,"c09_Lc_D30_Sr24_Rl_01_1","Yes","Yes","Yes","Yes"
"4462","c09","Lc","D30","Sr24","Rl",1,2,32,"c09_Lc_D30_Sr24_Rl_01_2","Yes","Yes","Yes","Yes"
"4463","c09","Lc","D30","Sr24","Rl",2,1,31,"c09_Lc_D30_Sr24_Rl_02_1","Yes","Yes","Yes","Yes"
"4464","c09","Lc","D30","Sr24","Rl",2,2,31,"c09_Lc_D30_Sr24_Rl_02_2","Yes","Yes","Yes","Yes"
"4465","c09","Lc","D30","Sr24","Rl",3,1,32,"c09_Lc_D30_Sr24_Rl_03_1","Yes","Yes","Yes","Yes"
"4466","c09","Lc","D30","Sr24","Rl",3,2,32,"c09_Lc_D30_Sr24_Rl_03_2","Yes","Yes","Yes","Yes"
"4467","c09","Lc","D30","Sr24","Rl",4,1,31,"c09_Lc_D30_Sr24_Rl_04_1","Yes","Yes","Yes","Yes"
"4468","c09","Lc","D30","Sr24","Rl",4,2,31,"c09_Lc_D30_Sr24_Rl_04_2","Yes","Yes","Yes","Yes"
"4469","c09","Lc","D30","Sr24","Rl",5,1,31,"c09_Lc_D30_Sr24_Rl_05_1","Yes","Yes","Yes","Yes"
"4470","c09","Lc","D30","Sr24","Rl",5,2,31,"c09_Lc_D30_Sr24_Rl_05_2","Yes","Yes","Yes","Yes"
"4471","c09","Lc","D30","Sr24","Rl",6,1,32,"c09_Lc_D30_Sr24_Rl_06_1","Yes","Yes","Yes","Yes"
"4472","c09","Lc","D30","Sr24","Rl",6,2,32,"c09_Lc_D30_Sr24_Rl_06_2","Yes","Yes","Yes","Yes"
"4473","c09","Lc","D30","Sr24","Rl",7,1,32,"c09_Lc_D30_Sr24_Rl_07_1","Yes","Yes","Yes","Yes"
"4474","c09","Lc","D30","Sr24","Rl",7,2,32,"c09_Lc_D30_Sr24_Rl_07_2","Yes","Yes","Yes","Yes"
"4475","c09","Lc","D30","Sr24","Rl",8,1,32,"c09_Lc_D30_Sr24_Rl_08_1","Yes","Yes","Yes","Yes"
"4476","c09","Lc","D30","Sr24","Rl",8,2,31,"c09_Lc_D30_Sr24_Rl_08_2","Yes","Yes","Yes","Yes"
"4477","c09","Lc","D30","Sr24","Rl",9,1,31,"c09_Lc_D30_Sr24_Rl_09_1","Yes","Yes","Yes","Yes"
"4478","c09","Lc","D30","Sr24","Rl",9,2,31,"c09_Lc_D30_Sr24_Rl_09_2","Yes","Yes","Yes","Yes"
"4479","c09","Lc","D30","Sr24","Rl",10,1,31,"c09_Lc_D30_Sr24_Rl_10_1","Yes","Yes","Yes","Yes"
"4480","c09","Lc","D30","Sr24","Rl",10,2,31,"c09_Lc_D30_Sr24_Rl_10_2","Yes","Yes","Yes","Yes"
"4481","c09","Lc","D30","Sr24","Rr",1,1,32,"c09_Lc_D30_Sr24_Rr_01_1","Yes","Yes","Yes","Yes"
"4482","c09","Lc","D30","Sr24","Rr",1,2,32,"c09_Lc_D30_Sr24_Rr_01_2","Yes","Yes","Yes","Yes"
"4483","c09","Lc","D30","Sr24","Rr",2,1,32,"c09_Lc_D30_Sr24_Rr_02_1","Yes","Yes","Yes","Yes"
"4484","c09","Lc","D30","Sr24","Rr",2,2,32,"c09_Lc_D30_Sr24_Rr_02_2","Yes","Yes","Yes","Yes"
"4485","c09","Lc","D30","Sr24","Rr",3,1,31,"c09_Lc_D30_Sr24_Rr_03_1","Yes","Yes","Yes","Yes"
"4486","c09","Lc","D30","Sr24","Rr",3,2,33,"c09_Lc_D30_Sr24_Rr_03_2","Yes","Yes","Yes","Yes"
"4487","c09","Lc","D30","Sr24","Rr",4,1,31,"c09_Lc_D30_Sr24_Rr_04_1","Yes","Yes","Yes","Yes"
"4488","c09","Lc","D30","Sr24","Rr",4,2,30,"c09_Lc_D30_Sr24_Rr_04_2","Yes","Yes","Yes","Yes"
"4489","c09","Lc","D30","Sr24","Rr",5,1,32,"c09_Lc_D30_Sr24_Rr_05_1","Yes","Yes","Yes","Yes"
"4490","c09","Lc","D30","Sr24","Rr",5,2,31,"c09_Lc_D30_Sr24_Rr_05_2","Yes","Yes","Yes","Yes"
"4491","c09","Lc","D30","Sr24","Rr",6,1,33,"c09_Lc_D30_Sr24_Rr_06_1","Yes","Yes","Yes","Yes"
"4492","c09","Lc","D30","Sr24","Rr",6,2,32,"c09_Lc_D30_Sr24_Rr_06_2","Yes","Yes","Yes","Yes"
"4493","c09","Lc","D30","Sr24","Rr",7,1,33,"c09_Lc_D30_Sr24_Rr_07_1","Yes","Yes","Yes","Yes"
"4494","c09","Lc","D30","Sr24","Rr",7,2,33,"c09_Lc_D30_Sr24_Rr_07_2","Yes","Yes","Yes","Yes"
"4495","c09","Lc","D30","Sr24","Rr",8,1,31,"c09_Lc_D30_Sr24_Rr_08_1","Yes","Yes","Yes","Yes"
"4496","c09","Lc","D30","Sr24","Rr",8,2,31,"c09_Lc_D30_Sr24_Rr_08_2","Yes","Yes","Yes","Yes"
"4497","c09","Lc","D30","Sr24","Rr",9,1,32,"c09_Lc_D30_Sr24_Rr_09_1","Yes","Yes","Yes","Yes"
"4498","c09","Lc","D30","Sr24","Rr",9,2,32,"c09_Lc_D30_Sr24_Rr_09_2","Yes","Yes","Yes","Yes"
"4499","c09","Lc","D30","Sr24","Rr",10,1,32,"c09_Lc_D30_Sr24_Rr_10_1","Yes","Yes","Yes","Yes"
"4500","c09","Lc","D30","Sr24","Rr",10,2,31,"c09_Lc_D30_Sr24_Rr_10_2","Yes","Yes","Yes","Yes"
"4501","c09","Lc","D60","Sc00","Rc",1,1,32,"c09_Lc_D60_Sc00_Rc_01_1","Yes","Yes","Yes","Yes"
"4502","c09","Lc","D60","Sc00","Rc",1,2,31,"c09_Lc_D60_Sc00_Rc_01_2","Yes","Yes","Yes","Yes"
"4503","c09","Lc","D60","Sc00","Rc",2,1,31,"c09_Lc_D60_Sc00_Rc_02_1","Yes","Yes","Yes","Yes"
"4504","c09","Lc","D60","Sc00","Rc",2,2,32,"c09_Lc_D60_Sc00_Rc_02_2","Yes","Yes","Yes","Yes"
"4505","c09","Lc","D60","Sc00","Rc",3,1,31,"c09_Lc_D60_Sc00_Rc_03_1","Yes","Yes","Yes","Yes"
"4506","c09","Lc","D60","Sc00","Rc",3,2,32,"c09_Lc_D60_Sc00_Rc_03_2","Yes","Yes","Yes","Yes"
"4507","c09","Lc","D60","Sc00","Rc",4,1,31,"c09_Lc_D60_Sc00_Rc_04_1","Yes","Yes","Yes","Yes"
"4508","c09","Lc","D60","Sc00","Rc",4,2,32,"c09_Lc_D60_Sc00_Rc_04_2","Yes","Yes","Yes","Yes"
"4509","c09","Lc","D60","Sc00","Rc",5,1,32,"c09_Lc_D60_Sc00_Rc_05_1","Yes","Yes","Yes","Yes"
"4510","c09","Lc","D60","Sc00","Rc",5,2,31,"c09_Lc_D60_Sc00_Rc_05_2","Yes","Yes","Yes","Yes"
"4511","c09","Lc","D60","Sc00","Rc",6,1,32,"c09_Lc_D60_Sc00_Rc_06_1","Yes","Yes","Yes","Yes"
"4512","c09","Lc","D60","Sc00","Rc",6,2,31,"c09_Lc_D60_Sc00_Rc_06_2","Yes","Yes","Yes","Yes"
"4513","c09","Lc","D60","Sc00","Rc",7,1,32,"c09_Lc_D60_Sc00_Rc_07_1","Yes","Yes","Yes","Yes"
"4514","c09","Lc","D60","Sc00","Rc",7,2,31,"c09_Lc_D60_Sc00_Rc_07_2","Yes","Yes","Yes","Yes"
"4515","c09","Lc","D60","Sc00","Rc",8,1,32,"c09_Lc_D60_Sc00_Rc_08_1","Yes","Yes","Yes","Yes"
"4516","c09","Lc","D60","Sc00","Rc",8,2,31,"c09_Lc_D60_Sc00_Rc_08_2","Yes","Yes","Yes","Yes"
"4517","c09","Lc","D60","Sc00","Rc",9,1,31,"c09_Lc_D60_Sc00_Rc_09_1","Yes","Yes","Yes","Yes"
"4518","c09","Lc","D60","Sc00","Rc",9,2,32,"c09_Lc_D60_Sc00_Rc_09_2","Yes","Yes","Yes","Yes"
"4519","c09","Lc","D60","Sc00","Rc",10,1,31,"c09_Lc_D60_Sc00_Rc_10_1","Yes","Yes","Yes","Yes"
"4520","c09","Lc","D60","Sc00","Rc",10,2,30,"c09_Lc_D60_Sc00_Rc_10_2","Yes","Yes","Yes","Yes"
"4521","c09","Lc","D60","Sc00","Rl",1,1,31,"c09_Lc_D60_Sc00_Rl_01_1","Yes","Yes","Yes","Yes"
"4522","c09","Lc","D60","Sc00","Rl",1,2,32,"c09_Lc_D60_Sc00_Rl_01_2","Yes","Yes","Yes","Yes"
"4523","c09","Lc","D60","Sc00","Rl",2,1,31,"c09_Lc_D60_Sc00_Rl_02_1","Yes","Yes","Yes","Yes"
"4524","c09","Lc","D60","Sc00","Rl",2,2,32,"c09_Lc_D60_Sc00_Rl_02_2","Yes","Yes","Yes","Yes"
"4525","c09","Lc","D60","Sc00","Rl",3,1,31,"c09_Lc_D60_Sc00_Rl_03_1","Yes","Yes","Yes","Yes"
"4526","c09","Lc","D60","Sc00","Rl",3,2,32,"c09_Lc_D60_Sc00_Rl_03_2","Yes","Yes","Yes","Yes"
"4527","c09","Lc","D60","Sc00","Rl",4,1,31,"c09_Lc_D60_Sc00_Rl_04_1","Yes","Yes","Yes","Yes"
"4528","c09","Lc","D60","Sc00","Rl",4,2,31,"c09_Lc_D60_Sc00_Rl_04_2","Yes","Yes","Yes","Yes"
"4529","c09","Lc","D60","Sc00","Rl",5,1,31,"c09_Lc_D60_Sc00_Rl_05_1","Yes","Yes","Yes","Yes"
"4530","c09","Lc","D60","Sc00","Rl",5,2,31,"c09_Lc_D60_Sc00_Rl_05_2","Yes","Yes","Yes","Yes"
"4531","c09","Lc","D60","Sc00","Rl",6,1,31,"c09_Lc_D60_Sc00_Rl_06_1","Yes","Yes","Yes","Yes"
"4532","c09","Lc","D60","Sc00","Rl",6,2,32,"c09_Lc_D60_Sc00_Rl_06_2","Yes","Yes","Yes","Yes"
"4533","c09","Lc","D60","Sc00","Rl",7,1,32,"c09_Lc_D60_Sc00_Rl_07_1","Yes","Yes","Yes","Yes"
"4534","c09","Lc","D60","Sc00","Rl",7,2,33,"c09_Lc_D60_Sc00_Rl_07_2","Yes","Yes","Yes","Yes"
"4535","c09","Lc","D60","Sc00","Rl",8,1,32,"c09_Lc_D60_Sc00_Rl_08_1","Yes","Yes","Yes","Yes"
"4536","c09","Lc","D60","Sc00","Rl",8,2,32,"c09_Lc_D60_Sc00_Rl_08_2","Yes","Yes","Yes","Yes"
"4537","c09","Lc","D60","Sc00","Rl",9,1,32,"c09_Lc_D60_Sc00_Rl_09_1","Yes","Yes","Yes","Yes"
"4538","c09","Lc","D60","Sc00","Rl",9,2,32,"c09_Lc_D60_Sc00_Rl_09_2","Yes","Yes","Yes","Yes"
"4539","c09","Lc","D60","Sc00","Rl",10,1,31,"c09_Lc_D60_Sc00_Rl_10_1","Yes","Yes","Yes","Yes"
"4540","c09","Lc","D60","Sc00","Rl",10,2,32,"c09_Lc_D60_Sc00_Rl_10_2","Yes","Yes","Yes","Yes"
"4541","c09","Lc","D60","Sc00","Rr",1,1,31,"c09_Lc_D60_Sc00_Rr_01_1","Yes","Yes","Yes","Yes"
"4542","c09","Lc","D60","Sc00","Rr",1,2,32,"c09_Lc_D60_Sc00_Rr_01_2","Yes","Yes","Yes","Yes"
"4543","c09","Lc","D60","Sc00","Rr",2,1,31,"c09_Lc_D60_Sc00_Rr_02_1","Yes","Yes","Yes","Yes"
"4544","c09","Lc","D60","Sc00","Rr",2,2,31,"c09_Lc_D60_Sc00_Rr_02_2","Yes","Yes","Yes","Yes"
"4545","c09","Lc","D60","Sc00","Rr",3,1,32,"c09_Lc_D60_Sc00_Rr_03_1","Yes","Yes","Yes","Yes"
"4546","c09","Lc","D60","Sc00","Rr",3,2,32,"c09_Lc_D60_Sc00_Rr_03_2","Yes","Yes","Yes","Yes"
"4547","c09","Lc","D60","Sc00","Rr",4,1,32,"c09_Lc_D60_Sc00_Rr_04_1","Yes","Yes","Yes","Yes"
"4548","c09","Lc","D60","Sc00","Rr",4,2,31,"c09_Lc_D60_Sc00_Rr_04_2","Yes","Yes","Yes","Yes"
"4549","c09","Lc","D60","Sc00","Rr",5,1,32,"c09_Lc_D60_Sc00_Rr_05_1","Yes","Yes","Yes","Yes"
"4550","c09","Lc","D60","Sc00","Rr",5,2,31,"c09_Lc_D60_Sc00_Rr_05_2","Yes","Yes","Yes","Yes"
"4551","c09","Lc","D60","Sc00","Rr",6,1,32,"c09_Lc_D60_Sc00_Rr_06_1","Yes","Yes","Yes","Yes"
"4552","c09","Lc","D60","Sc00","Rr",6,2,31,"c09_Lc_D60_Sc00_Rr_06_2","Yes","Yes","Yes","Yes"
"4553","c09","Lc","D60","Sc00","Rr",7,1,33,"c09_Lc_D60_Sc00_Rr_07_1","Yes","Yes","Yes","Yes"
"4554","c09","Lc","D60","Sc00","Rr",7,2,32,"c09_Lc_D60_Sc00_Rr_07_2","Yes","Yes","Yes","Yes"
"4555","c09","Lc","D60","Sc00","Rr",8,1,32,"c09_Lc_D60_Sc00_Rr_08_1","Yes","Yes","Yes","Yes"
"4556","c09","Lc","D60","Sc00","Rr",8,2,32,"c09_Lc_D60_Sc00_Rr_08_2","Yes","Yes","Yes","Yes"
"4557","c09","Lc","D60","Sc00","Rr",9,1,32,"c09_Lc_D60_Sc00_Rr_09_1","Yes","Yes","Yes","Yes"
"4558","c09","Lc","D60","Sc00","Rr",9,2,31,"c09_Lc_D60_Sc00_Rr_09_2","Yes","Yes","Yes","Yes"
"4559","c09","Lc","D60","Sc00","Rr",10,1,32,"c09_Lc_D60_Sc00_Rr_10_1","Yes","Yes","Yes","Yes"
"4560","c09","Lc","D60","Sc00","Rr",10,2,31,"c09_Lc_D60_Sc00_Rr_10_2","Yes","Yes","Yes","Yes"
"4561","c09","Lc","D60","Sl24","Rc",1,1,32,"c09_Lc_D60_Sl24_Rc_01_1","Yes","Yes","Yes","Yes"
"4562","c09","Lc","D60","Sl24","Rc",1,2,32,"c09_Lc_D60_Sl24_Rc_01_2","Yes","Yes","Yes","Yes"
"4563","c09","Lc","D60","Sl24","Rc",2,1,31,"c09_Lc_D60_Sl24_Rc_02_1","Yes","Yes","Yes","Yes"
"4564","c09","Lc","D60","Sl24","Rc",2,2,31,"c09_Lc_D60_Sl24_Rc_02_2","Yes","Yes","Yes","Yes"
"4565","c09","Lc","D60","Sl24","Rc",3,1,31,"c09_Lc_D60_Sl24_Rc_03_1","Yes","Yes","Yes","Yes"
"4566","c09","Lc","D60","Sl24","Rc",3,2,31,"c09_Lc_D60_Sl24_Rc_03_2","Yes","Yes","Yes","Yes"
"4567","c09","Lc","D60","Sl24","Rc",4,1,32,"c09_Lc_D60_Sl24_Rc_04_1","Yes","Yes","Yes","Yes"
"4568","c09","Lc","D60","Sl24","Rc",4,2,32,"c09_Lc_D60_Sl24_Rc_04_2","Yes","Yes","Yes","Yes"
"4569","c09","Lc","D60","Sl24","Rc",5,1,31,"c09_Lc_D60_Sl24_Rc_05_1","Yes","Yes","Yes","Yes"
"4570","c09","Lc","D60","Sl24","Rc",5,2,31,"c09_Lc_D60_Sl24_Rc_05_2","Yes","Yes","Yes","Yes"
"4571","c09","Lc","D60","Sl24","Rc",6,1,31,"c09_Lc_D60_Sl24_Rc_06_1","Yes","Yes","Yes","Yes"
"4572","c09","Lc","D60","Sl24","Rc",6,2,31,"c09_Lc_D60_Sl24_Rc_06_2","Yes","Yes","Yes","Yes"
"4573","c09","Lc","D60","Sl24","Rc",7,1,32,"c09_Lc_D60_Sl24_Rc_07_1","Yes","Yes","Yes","Yes"
"4574","c09","Lc","D60","Sl24","Rc",7,2,32,"c09_Lc_D60_Sl24_Rc_07_2","Yes","Yes","Yes","Yes"
"4575","c09","Lc","D60","Sl24","Rc",8,1,31,"c09_Lc_D60_Sl24_Rc_08_1","Yes","Yes","Yes","Yes"
"4576","c09","Lc","D60","Sl24","Rc",8,2,31,"c09_Lc_D60_Sl24_Rc_08_2","Yes","Yes","Yes","Yes"
"4577","c09","Lc","D60","Sl24","Rc",9,1,32,"c09_Lc_D60_Sl24_Rc_09_1","Yes","Yes","Yes","Yes"
