seq,id,condition,same_direction
827,c30,c30_Ll_D30_Sc00_Rc_03_,1
828,c30,c30_Ll_D30_Sc00_Rl_06_,1
829,c30,c30_Ll_D30_Sl24_Rc_07_,1
830,c30,c30_Ll_D30_Sr24_Rl_09_,1
831,c30,c30_Ll_D60_Sc00_Rl_04_,1
832,c30,c30_Ll_D60_Sc00_Rr_05_,1
833,c30,c30_Ll_D60_Sc00_Rr_10_,1
834,c30,c30_Ll_D90_Sc00_Rc_09_,1
835,c30,c30_Ll_D90_Sc00_Rl_07_,1
836,c30,c30_Ll_D90_Sc00_Rl_08_,1
837,c30,c30_Ll_D90_Sl24_Rl_05_,1
838,c30,c30_Ll_D90_Sl24_Rl_08_,1
839,c30,c30_Ll_D90_Sl24_Rr_08_,1
840,c30,c30_Ll_D90_Sr24_Rr_01_,1
