id,lighting,distance,side,rotation,trial,time,frame,subject,time2,frame2,x,y,saccade,tag,new_tag,filename
t10,Lr,D30,Sc00,Rc,01,1.csv,,Subject_ID,Time,Frame,X-coord,Y-coord,Saccade,Tag,new_Tag,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,0,t10_Lr_D30_Sc00_Rc_01_1,0.0,0.0,296.0,198.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,1,t10_Lr_D30_Sc00_Rc_01_1,0.0,1.0,144.0,276.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,2,t10_Lr_D30_Sc00_Rc_01_1,0.0,2.0,316.0,124.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,3,t10_Lr_D30_Sc00_Rc_01_1,0.0,3.0,316.0,124.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,4,t10_Lr_D30_Sc00_Rc_01_1,0.0,4.0,316.0,124.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,5,t10_Lr_D30_Sc00_Rc_01_1,0.0,5.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,6,t10_Lr_D30_Sc00_Rc_01_1,0.0,6.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,7,t10_Lr_D30_Sc00_Rc_01_1,0.0,7.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,8,t10_Lr_D30_Sc00_Rc_01_1,0.0,8.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,9,t10_Lr_D30_Sc00_Rc_01_1,0.0,9.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,10,t10_Lr_D30_Sc00_Rc_01_1,0.0,10.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,11,t10_Lr_D30_Sc00_Rc_01_1,0.0,11.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,12,t10_Lr_D30_Sc00_Rc_01_1,0.0,12.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,13,t10_Lr_D30_Sc00_Rc_01_1,0.0,13.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,14,t10_Lr_D30_Sc00_Rc_01_1,0.0,14.0,272.0,125.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,15,t10_Lr_D30_Sc00_Rc_01_1,0.0,15.0,255.0,114.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,16,t10_Lr_D30_Sc00_Rc_01_1,0.0,16.0,255.0,114.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,17,t10_Lr_D30_Sc00_Rc_01_1,0.0,17.0,255.0,114.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,18,t10_Lr_D30_Sc00_Rc_01_1,0.0,18.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,19,t10_Lr_D30_Sc00_Rc_01_1,0.0,19.0,321.0,125.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,20,t10_Lr_D30_Sc00_Rc_01_1,0.0,20.0,321.0,125.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,21,t10_Lr_D30_Sc00_Rc_01_1,0.0,21.0,321.0,125.0,0,looking,right,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,22,t10_Lr_D30_Sc00_Rc_01_1,0.0,22.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
t10,Lr,D30,Sc00,Rc,01,1.csv,23,t10_Lr_D30_Sc00_Rc_01_1,0.0,23.0,,,0,away,away,t10_Lr_D30_Sc00_Rc_01_1.csv
