id,lighting,distance,side,rotation,trial,time,frame,subject,time2,frame2,x,y,saccade,tag,new_tag,filename
c09,Lc,D30,Sc00,Rc,01,1.csv,,Subject_ID,Time,Frame,X-coord,Y-coord,Saccade,Tag,new_Tag,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,0,c09_Lc_D30_Sc00_Rc_01_1,0.0,0.0,427,203,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,1,c09_Lc_D30_Sc00_Rc_01_1,0.0,1.0,427,203,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,2,c09_Lc_D30_Sc00_Rc_01_1,0.0,2.0,167,435,1,saccade,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,3,c09_Lc_D30_Sc00_Rc_01_1,0.0,3.0,152,448,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,4,c09_Lc_D30_Sc00_Rc_01_1,0.0,4.0,164,450,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,5,c09_Lc_D30_Sc00_Rc_01_1,0.0,5.0,158,451,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,6,c09_Lc_D30_Sc00_Rc_01_1,0.0,6.0,165,457,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,7,c09_Lc_D30_Sc00_Rc_01_1,0.0,7.0,164,449,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,8,c09_Lc_D30_Sc00_Rc_01_1,0.0,8.0,152,474,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,9,c09_Lc_D30_Sc00_Rc_01_1,0.0,9.0,162,476,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
c09,Lc,D30,Sc00,Rc,01,1.csv,10,c09_Lc_D30_Sc00_Rc_01_1,0.0,10.0,166,481,0,looking,right,c09_Lc_D30_Sc00_Rc_01_1.csv
