id,lighting,distance,side,rotation,trial,time,frame,annotation,confidence,filename
t08,Ll,D30,Sc00,Rc,05,1,10, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,11, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,12, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,13, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,14, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,15, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,16, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,17, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,18, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,19, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,20, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,21, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,22, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,23, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,24, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,25, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,26, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,1,27, right, 1.00,t08_Ll_D30_Sc00_Rc_05_1.txt
t08,Ll,D30,Sc00,Rc,05,2,4, right, 0.76,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,5, right, 0.77,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,6, right, 0.79,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,7, right, 0.79,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,8, right, 0.84,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,9, right, 0.86,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,10, right, 0.87,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,11, right, 0.87,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,12, right, 0.87,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,13, right, 0.86,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,14, right, 0.84,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,15, right, 0.82,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,16, right, 0.83,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,17, right, 0.84,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,18, right, 0.81,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,19, right, 0.82,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,20, right, 0.81,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,21, right, 0.84,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,22, right, 0.83,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,23, right, 0.86,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,24, right, 0.86,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,25, right, 0.90,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,26, right, 0.88,t08_Ll_D30_Sc00_Rc_05_2.txt
t08,Ll,D30,Sc00,Rc,05,2,27, right, 0.90,t08_Ll_D30_Sc00_Rc_05_2.txt
